scan_time,ticker,current_price,ctx_Y_closed,ctx_Q_closed,ctx_M_closed,ctx_W_closed,ctx_D_closed,ctx_Y_live,ctx_Q_live,ctx_M_live,ctx_W_live,ctx_D_live,score,sector,industry,etfs,etf_count,etfs_pretty
2026-05-06 18:48:21 EDT,BGRO,40.53,3,2D,2U,2U,2U,2U,2U,2U,2U,2U,2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BHYB,54.12,2D,2D,2U,2D,2U,1,1,1,2D,2U,-7,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BIB,86.46,3,2U,2U,2D,2U,2U,1,1,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BIBL,53.6,3,2U,2U,2D,2U,2U,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BIDD,31.53,3,2U,2U,2D,2U,2U,2U,2U,2U,2U,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BIDG,18.27,,3,1,3,2U,,1,2U,2U,2U,1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BIGY,52.64,3,2D,2U,2U,2D,1,1,2U,2U,2D,0,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BIL,91.43,2D,1,1,3,1,1,1,1,1,1,-5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BILD,30.6,3,2U,1,2U,2U,2U,1,1,1,2U,7,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BILS,99.21,1,1,2D,3,2U,1,2D,1,1,2U,-2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BILT,29.38,,2U,1,2U,1,,2U,2U,1,1,6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BILZ,100.71,2U,2D,2D,3,2U,2D,2D,1,1,2U,-1,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BINC,52.29,2D,2D,1,2D,2U,1,1,1,2D,2U,-10,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BINT,32.23,,2U,2U,2U,2U,,2U,2U,2U,2U,10,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BINV,43.45,2U,2U,2U,2D,2U,2U,1,1,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BIS,8.2,3,2D,2D,2U,2D,2D,2D,1,2D,2D,-6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITB,44.22,2U,2D,2U,1,2U,2D,1,2U,2U,2U,5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITC,41.42,1,2D,3,2D,2D,2D,2U,2U,2U,2D,-7,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITI,21.44,2D,2U,2D,2D,2D,2U,1,2D,2D,2D,-7,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITK,12.87,,2D,2U,2D,2D,,1,2U,2U,2D,-4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITO,11.14,2D,2D,2U,1,2U,2D,1,2U,2U,2U,-5,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITQ,28.25,2U,2D,2U,2D,2U,1,2U,2U,2U,2U,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITS,72.36,2U,2D,2U,2D,2U,1,1,2U,2U,2U,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITU,16.39,1,2D,2U,2D,2U,2D,1,2U,2U,2U,-2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITW,52.5,2U,2D,2U,2D,2U,2D,1,2U,2U,2U,3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITX,20.86,1,2D,2U,2D,2U,2D,1,2U,2U,2U,-2,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BITY,34.66,,2D,2U,2D,3,,1,1,2U,3,-3,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BIV,77.02,2U,3,1,2D,2U,2U,1,2D,2D,2U,4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BIZD,13.27,3,2D,2D,3,2U,2D,2D,2U,2U,2U,-6,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BJAN,57.95,2U,3,2U,2U,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BJK,35.89,3,2D,2U,2D,2D,1,1,1,1,2D,-4,Unknown,Unknown,,0,
2026-05-06 18:48:21 EDT,BJUL,53.23,2U,3,2U,2U,2U,2U,2U,2U,2U,2U,11,Unknown,Unknown,,0,
